,rowID,file_path,pdf_page_number,scraped_table_number,pdf_table_number,genus_name,species_name,seed_type,seed_source,medium,pregermination_treatment_time_minutes,pregermination_treatment_hot_water_soak_C,pretreatment,stratification_temp_C,warm_stratification_days,cold_stratification_days,dailyl_light_hours,day_temp_celsius,night_temp_celsius,dark_range,test_duration_in_days,germination_time_days,total_germination_percent,avg_germination_percent,samples,germination_rate,avg_germinative_energy_percent,germinative_energy_percent,avg_germinative_capacity,germinative_capacity,percent_germination_15degC_incubated,percent_germination_20degC_incubated,genus_ID,pretreatmentFeces,pretreatmentChill,pretreatmentChillDuration,pretreatmentScarifType,pretreatmentScarifTypeGen
461,461,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,albicaulis,#N/A,#N/A,"pe, S",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,21,10,#N/A,365,#N/A,#N/A,#N/A,2,#N/A,30,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
462,462,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,aristata,#N/A,#N/A,"A, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,30,20,#N/A,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
463,463,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,aristata,#N/A,#N/A,P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24,32,21,#N/A,22,7,#N/A,#N/A,74,#N/A,91,75,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
464,464,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,aristata,#N/A,#N/A,"pe, S",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,35,20,#N/A,30,#N/A,#N/A,#N/A,>7,#N/A,86,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
465,465,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,arizonica,#N/A,#N/A,"P, pl",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,24,#N/A,20,10,#N/A,#N/A,8,#N/A,75,52,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
466,466,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,attenuata,#N/A,#N/A,"A, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24,22,26,#N/A,30,5,#N/A,#N/A,#N/A,#N/A,92,79,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
467,467,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,attenuata,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,120,10,#N/A,#N/A,4,#N/A,85,69,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
468,468,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,banksiana,#N/A,#N/A,"A, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,14,10,#N/A,#N/A,14,#N/A,87,86,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
469,469,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,banksiana,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,8,5,#N/A,#N/A,29,#N/A,69,54,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
470,470,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,banksiana,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,23,9,#N/A,#N/A,6,#N/A,75,72,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
471,471,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,canariensis,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,20,#N/A,28,20,#N/A,#N/A,9,#N/A,74,58,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
472,472,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,canariensis,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,20,20,#N/A,21,7,#N/A,#N/A,4,#N/A,76,63,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
473,473,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,caribaea,#N/A,#N/A,P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,>8,30,20,#N/A,21,#N/A,#N/A,#N/A,3,#N/A,72,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
474,474,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,cembra,#N/A,#N/A,"P, S",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,30,20,#N/A,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
475,475,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,cembra,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,30,20,#N/A,90,17 to 37,#N/A,#N/A,8,#N/A,37,21 to 42,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
476,476,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,cembra,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,22,20,#N/A,60,28,#N/A,#N/A,#N/A,#N/A,62,55,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
477,477,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,cembroides,#N/A,#N/A,"B, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,20,#N/A,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
478,478,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,clausa,#N/A,#N/A,K,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,20,20,#N/A,21,14,#N/A,#N/A,19,#N/A,90,86,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
479,479,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,clausa,#N/A,#N/A,S  V,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,21,16 to 18,#N/A,30,20,#N/A,#N/A,#N/A,#N/A,90,85,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
480,480,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,contorta var. contorta,#N/A,#N/A,"A, P, v",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,>8,30,20,#N/A,28,#N/A,#N/A,#N/A,3,#N/A,60,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
481,481,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,contorta var. contorta,#N/A,#N/A,"pe, S",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,30,20,#N/A,50,#N/A,#N/A,#N/A,29,#N/A,80,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
482,482,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,contorta var. latifolia,#N/A,#N/A,"A, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,21,10,#N/A,#N/A,10,#N/A,80,73,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
483,483,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,contorta var. latifolia,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,28,14,#N/A,62,#N/A,#N/A,#N/A,9,#N/A,73,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
484,484,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,contorta var. latifolia,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,28,14,#N/A,62,#N/A,#N/A,#N/A,12,#N/A,65,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
485,485,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,contorta var. murrayana,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,26,26,#N/A,30,#N/A,#N/A,#N/A,3,#N/A,75,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
486,486,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,coulteri,#N/A,#N/A,"P, S",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,30,20,#N/A,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
487,487,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,coulteri,#N/A,#N/A,"S, V",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,28,#N/A,#N/A,#N/A,7,#N/A,37,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
488,488,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,densiflora,#N/A,#N/A,"A, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
489,489,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,densiflora,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,30,20,#N/A,30,15,#N/A,#N/A,3,#N/A,87,75,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
490,490,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,densiflora,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,30,20,#N/A,24 to 60,15,#N/A,#N/A,4,#N/A,83,54,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
491,491,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,densiflora,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,24,#N/A,30,#N/A,#N/A,#N/A,20,#N/A,74,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
492,492,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,echinata,#N/A,#N/A,"A, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,>8,30,20,#N/A,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
493,493,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,echinata,#N/A,#N/A,S V,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,22,22,#N/A,28,14,#N/A,#N/A,139,#N/A,90,88,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
494,494,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,echinata,#N/A,#N/A,pl  S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,22,22,#N/A,27,10,#N/A,#N/A,148,#N/A,90,81,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
495,495,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,edulis,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,30,20,#N/A,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
496,496,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,edulis,#N/A,#N/A,P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,32,21,#N/A,16,7,#N/A,#N/A,4,#N/A,96,80,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
497,497,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,elliottii,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
498,498,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,elliottii var. densa,#N/A,#N/A,S  V,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,>8,22,22,#N/A,32,7 to 11,#N/A,#N/A,30,#N/A,32 to 82,30 to 79,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
499,499,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,elliottii var. densa,#N/A,#N/A,K,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,22,22,#N/A,28,7,#N/A,#N/A,28,#N/A,87,86,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
500,500,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,elliotti,#N/A,#N/A,"A, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,>8,30,20,#N/A,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
501,501,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,elliotti,#N/A,#N/A,K,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,22,22,#N/A,26,10,#N/A,#N/A,392,#N/A,89,80,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
502,502,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,elliotti,#N/A,#N/A,K,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,22,22,#N/A,26,9,#N/A,#N/A,83,#N/A,84,75,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
503,503,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,engelmannii,#N/A,#N/A,P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,32,21,#N/A,16,4,#N/A,#N/A,4,#N/A,88,70,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
504,504,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,flexilis,#N/A,#N/A,"B, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,30,20,#N/A,21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
505,505,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,flexilis,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
506,506,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,flexilis,#N/A,#N/A,S  V,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,22,22,#N/A,27,#N/A,#N/A,#N/A,#N/A,#N/A,42,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
507,507,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,flexilis,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,30,14,#N/A,#N/A,#N/A,#N/A,82,69,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
508,508,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,gerardiana,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,21,#N/A,30 to 60,#N/A,#N/A,#N/A,2,#N/A,47,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
509,509,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,glabra,#N/A,#N/A,"A, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
510,510,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,glabra,#N/A,#N/A,S V,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,22,22,#N/A,30,13,#N/A,#N/A,25,#N/A,98,85,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
511,511,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,glabra,#N/A,#N/A,sv,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,22,22,#N/A,30,30,#N/A,#N/A,30,#N/A,98,46,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
512,512,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,halepensis,#N/A,#N/A,"A, P",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,20,#N/A,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
513,513,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,halepensis,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,20 to 22,#N/A,30,20,#N/A,#N/A,5,#N/A,79,50 to 66,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
514,514,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,halepensis,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,18 to 19,#N/A,30,16 to 20,#N/A,#N/A,12,#N/A,89,65 to 80,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
515,515,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,halepensis,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
516,516,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,roxburghii,#N/A,#N/A,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,20 to 22,#N/A,30,#N/A,#N/A,#N/A,5,#N/A,83,#N/A,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
517,517,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\800-900\wo_ah727-19-1203-801-900-31-40.zip (Unzipped Files)\germination_germination_table-1.csv,837,1,10,Pinus,roxburghii,#N/A,#N/A,S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,30,10,#N/A,#N/A,135,#N/A,81,79,#N/A,#N/A,#N/A,#N/A,37,#N/A,N,#N/A,#N/A,#N/A
