Species,Flowering,Fruit.ripening,Seed.dispersal,pdf.table.number,pdf_page_number,genus.name,Color.of.ripe.fruit,Height.of.mature.trees..m.,Year.first.cultivated,Location,Color.of.ripe.fruits,Fruit.drop,Location..altitude,Location..elevation,Height.at.maturity..m.,Growth.habit..maximum.height,Flower.color,Flowering.habit,Dispersal,Cone.ripening,Seed.ripening..dispersal,Origin,Color.of.ripe.fruit.1,Seed.size..mm.,Diam.of.ripe.fruit..mm.,Cleaned...kg.,seeds.wt...lb.,Fruit..seed.ripening,Location..elevation..m.,Tree.ht..m.,Age..yrs.,Interval..yrs.
leiophylla var. chihuahuana,May-June,NA,Dec-Jan,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
merkusii,Jan,NA,May-Jul,3,823,Pinus,NA,NA,NA,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monophylla,May,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,"California, Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monticola,June-July,NA,Aug-Sept,3,823,Pinus,NA,NA,NA,Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mugo,May-June,NA,Nov-Dec,3,823,Pinus,NA,NA,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
muricata,Apr-June,NA,Midwinter §,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nigra,May-June,NA,Oct-Nov,3,823,Pinus,NA,NA,NA,"Ontario, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
palustris,Feb-Mar,NA,Oct-Nov,3,823,Pinus,NA,NA,NA,SE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parviflora,May-June,NA,Nov,3,823,Pinus,NA,NA,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
patula,Feb-Apr,NA,Midwinter §,3,823,Pinus,NA,NA,NA,"Mexico, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peuce,May,NA,Fall,3,823,Pinus,NA,NA,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pinaster,Apr,NA,Dec-Jan §,3,823,Pinus,NA,NA,NA,"Europe, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pinea,May-June,NA,Late summer,3,823,Pinus,NA,NA,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Late summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ponderosa,NA,NA,NA,3,823,Pinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. ponderosa,Apr-June,NA,Aug-Sept,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
var. scopulorum,May-June,NA,Sept-Jan,3,823,Pinus,NA,NA,NA,"South Dakota, Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pumila,July,NA,Fall or not shed t,3,823,Pinus,NA,NA,NA,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pungens,Mar-Apr,NA,Fall §,3,823,Pinus,NA,NA,NA,"West Virginia, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,Fall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quadrifolia,June,NA,Sept-Oct,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
radiata,Jan-Feb,NA,Midwinter §,3,823,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X acuminata,May,NA,NA,3,860,Populus,NA,NA,NA,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alba,Apr-May,NA,NA,3,860,Populus,NA,NA,NA,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alba,Apr-May,NA,NA,3,860,Populus,NA,NA,NA,NE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alba,Mar-Apr,NA,NA,3,860,Populus,NA,NA,NA,S Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
balsamifera,Late Apr,NA,NA,3,860,Populus,NA,NA,NA,Alberta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early June-early July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
balsamifera,Apr-May,NA,NA,3,860,Populus,NA,NA,NA,Lake States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
balsamifera,May-June,NA,NA,3,860,Populus,NA,NA,NA,Interior Alaska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
balsamifera spp. trichocarpa,Apr-June,NA,NA,3,860,Populus,NA,NA,NA,"Vancouver Island, British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Late May-mid-July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X canescens,Late Apr,NA,NA,3,860,Populus,NA,NA,NA,Great Lakes region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Late May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
deltoides,Early Mar-early Apr,NA,NA,3,860,Populus,NA,NA,NA,Lower Mississippi Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mid-May-late Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
deltoides,Apr-early May,NA,NA,3,860,Populus,NA,NA,NA,NE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-mid-June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spp. monilifera,NA,NA,NA,3,860,Populus,NA,NA,NA,Alberta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late June-early Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spp. monilifera,Apr-May,NA,NA,3,860,Populus,NA,NA,NA,"Lincoln, Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spp. wislizeni,Apr-May,NA,NA,3,860,Populus,NA,NA,NA,"Albuquerque, New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,June-July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fremontii,mid-Feb-mid-Mar,NA,NA,3,860,Populus,NA,NA,NA,Central Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-Apr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grandidentata,Mid-Mar-mid-Apr,NA,NA,3,860,Populus,NA,NA,NA,"Syracuse, New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mid-May-late May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grandidentata,Late Mar-min-May,NA,NA,3,860,Populus,NA,NA,NA,S Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early May-late June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grandidentata,Mid-Mar-Apr,NA,NA,3,860,Populus,NA,NA,NA,New England,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-early June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grandidentata,Late Apr-early May,NA,NA,3,860,Populus,NA,NA,NA,N Great Lakes region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Late May-early June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
heterophylla,Mar-May,NA,NA,3,860,Populus,NA,NA,NA,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maximowiczii,Late Apr,NA,NA,3,860,Populus,NA,NA,NA,"Rochester, New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nigra,Apr,NA,NA,3,860,Populus,NA,NA,NA,Rochester. New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Late May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tremula,Mid-Apr,NA,NA,3,860,Populus,NA,NA,NA,N Great Lakes region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mid-May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tremuloides,Late Mar-early May,NA,NA,3,860,Populus,NA,NA,NA,Great Lakes region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mid-May-mid-June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tremuloides,Early Apr-early May,NA,NA,3,860,Populus,NA,NA,NA,"Alberta, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mid-May-mid-June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tremuloides,Mid-Mar-Apr,NA,NA,3,860,Populus,NA,NA,NA,New England,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-early June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tremuloides,Apr-May,NA,NA,3,860,Populus,NA,NA,NA,Interior Alaska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Late May-early June,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tremula,Mid-Apr,NA,NA,3,860,Populus,NA,NA,NA,N Great Lakes region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mid-May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 alba,May-June,Aug-Sept,NA,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 alternifolia,May-July,July-Sept,July-Sept,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 amomum,May-July,Aug-Sept,Sept,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 canadensis,May-July,Aug,Aug-Oct,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 controversa,May-June,Aug-Sept,Oct,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 drummondii,May-June,Aug-Oct,Aug-winter,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 florida,Mar & Apr (S US)-May (N US),Sept (N US)-Oct (S US),Sept-Nov,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 kousa,May-June,Aug-Oct,NA,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 macrophylla,July-Aug,NA,NA,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 mas,Feb-March,Aug-Sept,NA,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 nuttallii,April-May,Sept-Oct,Sept-Oct,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 officinalis,Feb-Mar,Sept,NA,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 racemosa,late May-July,July-Oct,Sept-Oct,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 rugosa,May-July,Aug-Sept,NA,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 sanguinea,May-June,Aug-Sept,NA,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 sericea,"May-July, June-Aug (N US)",July-Oct,Oct-winter,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sericea ssp. occidentalis,Apr-Aug,July-Nov,NA,2,430,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
resinosa,Apr-June,NA,Oct-Nov,3,824,Pinus,NA,NA,NA,"Great Lakes, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rigida,May,NA,Fall §,3,824,Pinus,NA,NA,NA,New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roxburghii,Feb-Apr,NA,Apr-May,3,824,Pinus,NA,NA,NA,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sabiniana,Mar-Apr,NA,Oct Il,3,824,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
serotina,Mar-Apr,NA,Spring §,3,824,Pinus,NA,NA,NA,SE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sibirica,May,NA,Not shed,3,824,Pinus,NA,NA,NA,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strobiformis,June,NA,Sept-Oct,3,824,Pinus,NA,NA,NA,Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strobus,May-June,NA,Aug-Sept,3,824,Pinus,NA,NA,NA,NE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sylvestris,May-June,NA,Dec-Mar,3,824,Pinus,NA,NA,NA,"Great Britain, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taeda,Feb-Apr,NA,Oct-Dec,3,824,Pinus,NA,NA,NA,SE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thunbergiana,Apr-May,NA,Nov-Dec,3,824,Pinus,NA,NA,NA,"Japan, Long Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
torreyana,Feb-Mar,NA,Sept II,3,824,Pinus,NA,NA,NA,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jun-Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
virginiana,Mar-May,NA,Oct-Nov §,3,824,Pinus,NA,NA,NA,E US,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wallichiana,Apr-June,NA,Sept-Nov,3,824,Pinus,NA,NA,NA,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
washoensis,July,NA,Sept,3,824,Pinus,NA,NA,NA,"Nevada, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
koreana,May-early June,Sept-Oct,NA,2,300,Berberis,NA,NA,NA,"NE US & Carver Co., Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thunbergii,Apr-June,Oct,NA,2,300,Berberis,NA,NA,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thunbergii,Mar-Apr,May-Sept,NA,2,300,Berberis,NA,NA,NA,SE US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thunbergii,May-June,Sept-Nov,NA,2,300,Berberis,NA,NA,NA,NE US & Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vulgaris,Apr-June,Sept-Oct,NA,2,300,Berberis,NA,NA,NA,NE US & W Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 gestivalis,Mar,May-June,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lustrous, scarlet",NA,NA,NA,NA,NA,NA,NA,NA,NA
 X anomala,May,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bright crimson,NA,NA,NA,NA,NA,NA,NA,NA,NA
 berberifolia,Mar-Apr,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orange with red face,NA,NA,NA,NA,NA,NA,NA,NA,NA
 brachyacantha,Apr-May,Aug,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bright blue with white wax,NA,NA,NA,NA,NA,NA,NA,NA,NA
 brainerdii,May-June,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,NA,NA,NA,NA,NA,NA,NA,NA,NA
 calpodendron,May-June,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orange-red to red,NA,NA,NA,NA,NA,NA,NA,NA,NA
 chrysocarpa,May-June,Aug-Sept,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yellow to orange to crimson,NA,NA,NA,NA,NA,NA,NA,NA,NA
 coccinoides,May,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glossy, dark crimson",NA,NA,NA,NA,NA,NA,NA,NA,NA
 crus-galli,June,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dull red,NA,NA,NA,NA,NA,NA,NA,NA,NA
 dilatata,May,Sept,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scarlet with dark spots,NA,NA,NA,NA,NA,NA,NA,NA,NA
 douglasii,May,Aug-Sept,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lustrous, black to chestnut-brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
 erythropoda,Apr-May,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red to wine purple, brown, or black",NA,NA,NA,NA,NA,NA,NA,NA,NA
 flabellata,May,Sept,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crimson,NA,NA,NA,NA,NA,NA,NA,NA,NA
 flava,Apr,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dark orange-brown or yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA
 greggiana,Apr,Oct-Nov,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bright red,NA,NA,NA,NA,NA,NA,NA,NA,NA
 harbisonii,May,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bright red or orange-red,NA,NA,NA,NA,NA,NA,NA,NA,NA
intricata,May-June,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greenish or reddish brown,NA,NA,NA,NA,NA,NA,NA,NA,NA
 lacrimata,Apr,Aug,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dull yellow or orange or red,NA,NA,NA,NA,NA,NA,NA,NA,NA
laevigata,Apr-May,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deep red,NA,NA,NA,NA,NA,NA,NA,NA,NA
marshallii,Apr-May,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bright scarlet,NA,NA,NA,NA,NA,NA,NA,NA,NA
 mollis,May,Aug-Sept,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scarlet with large dark dots,NA,NA,NA,NA,NA,NA,NA,NA,NA
monogyna,May,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bright red,NA,NA,NA,NA,NA,NA,NA,NA,NA
nitida,May,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dull red covered with white wax,NA,NA,NA,NA,NA,NA,NA,NA,NA
 opaca,Feb-Mar,May,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lustrous scarlet with pale dots,NA,NA,NA,NA,NA,NA,NA,NA,NA
pedicellata,May,Sept,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glossy, scarlet",NA,NA,NA,NA,NA,NA,NA,NA,NA
 persimilis,May-June,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bright red,NA,NA,NA,NA,NA,NA,NA,NA,NA
phaenopyrum,May,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lustrous scarlet,NA,NA,NA,NA,NA,NA,NA,NA,NA
 piperi,May-June,Aug-Sept,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmon-orange to scarlet,NA,NA,NA,NA,NA,NA,NA,NA,NA
pruinosa,May-June,Oct-Nov,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dark purple-red,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulcherrima,Apr-May,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,NA,NA,NA,NA,NA,NA,NA,NA,NA
 punctata,May-June,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dull red or bright yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA
reverchonii,May,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shiny or dull red,NA,NA,NA,NA,NA,NA,NA,NA,NA
rufula,Mar-Apr,June-July,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,NA,NA,NA,NA,NA,NA,NA,NA,NA
saligna,May,Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red to blue-black,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanguineat,May,Aug-Sept,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bright red,NA,NA,NA,NA,NA,NA,NA,NA,NA
spathulata,Apr-May,Sept-Oct,NA,2,451,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,NA,NA,NA,NA,NA,NA,NA,NA,NA
